	young	middle	old
YLR307C-A	370.109	7789.767	8623.19
YLR309C	17.015	18.472	21.305
YLR310C	13.94	26.962	29.258
YLR312C	7.995	180.369	155.212
YLR312W-A	50.454	41.372	30.654
YLR313C	3.863	2.916	2.672
YLR314C	132.66	57.99	54.746
YLR315W	15.938	17.165	21.825
YLR316C	12.936	13.702	7.555
YLR319C	12.672	13.05	9.545
YLR321C	46.618	33.91	36.83
YLR323C	11.325	12.543	13.438
YLR324W	24.365	38.643	60.697
YLR325C	5760.805	2033.3	2322.562
YLR326W	27.646	64.578	69.952
YLR327C	224.561	9644.928	6226.513
YLR328W	49.065	37.412	51.133
YLR330W	47.138	47.58	55.53
YLR332W	29.945	82.921	73.462
YLR333C	1433.172	784.624	769.859
YLR335W	76.847	44.538	40.817
YLR336C	18.248	13.839	13.059
YLR337C	49.972	46.137	53.61
YLR340W	3108.413	1524.644	1739.218
YLR342W	229.628	69.589	55.876
YLR344W	1269.23	661.797	938.78
YLR345W	20.327	48.101	51.124
YLR347C	96.24	77.758	82.859
YLR348C	95.443	13.44	23.365
YLR350W	87.519	227.712	217.289
YLR351C	83.873	57.474	53.982
YLR352W	8.955	19.329	18.792
YLR354C	964.777	658.85	494.884
YLR355C	1695.958	1647.359	4492.372
YLR356W	43.159	205.235	223.629
YLR357W	31.861	20.217	21.95
YLR359W	113.971	93.483	100.916
YLR360W	7.045	7.498	8.694
YLR361C	14.24	14.196	7.877
YLR361C-A	62.879	120.169	103.158
YLR362W	13.01	22.267	28.543
YLR363C	29.617	35.515	39.947
YLR364W	182.213	100.28	68.923
YLR367W	853.208	432.859	499.764
YLR368W	6.265	8.187	9.774
YLR369W	18.158	56.043	46.073
YLR370C	179.903	277.866	249.434
YLR371W	12.156	12.111	14.238
YLR372W	268.018	72.651	45.982
YLR373C	15.55	11.367	11.645
YLR375W	35.699	67.281	71.598
YLR376C	5.869	10.23	5.673
YLR377C	12.301	306.952	283.46
YLR378C	238.458	114.831	128.131
YLR380W	73.683	51.797	48.41
YLR381W	3.793	3.74	3.609
YLR382C	7.882	2.968	7.69
YLR383W	6.113	4.096	3.706
YLR384C	56.916	24.275	19.43
YLR386W	21.571	19.09	18.651
YLR387C	52.918	55.195	61.519
YLR388W	1488.845	679.961	582.718
YLR389C	36.1	23.073	22.691
YLR390W	50.036	29.213	12.939
YLR390W-A	966.612	713.329	759.575
YLR392C	6.392	8.801	13.469
YLR393W	17.751	24.602	22.159
YLR395C	419.545	1837.179	1251.218
YLR396C	12.665	18.72	19.193
YLR397C	25.53	11.724	10.271
YLR398C	31.984	12.348	13.892
YLR399C	71.997	51.66	54.884
YLR401C	30.339	8.601	11.29
YLR403W	29.123	52.477	58.445
YLR405W	22.894	8.122	11.536
YLR406C	1008.704	340.1	353.501
YLR407W	25.687	55.379	52.868
YLR408C	26.802	32.181	37.123
YLR409C	34.168	9.134	8.907
YLR410W	68.116	32.743	33.094
YLR413W	115.143	27.778	18.282
YLR414C	81.976	254.992	308.694
YLR417W	10.08	11.921	8.367
YLR418C	54.104	34.878	32.096
YLR419W	13.316	5.89	4.825
YLR420W	224.901	71.893	63.913
YLR421C	156.988	182.95	154.33
YLR422W	7.032	5.92	7.931
YLR423C	9.491	13.135	12.089
YLR424W	7.985	8.669	7.892
YLR425W	6.38	6.717	7.385
YLR426W	12.993	5.358	6.983
YLR427W	14.432	15.512	12.022
YLR429W	111.91	48.779	47.226
YLR430W	11.517	9.727	10.488
YLR432W	474.749	174.636	139.502
YLR433C	25.502	26.584	34.821
YLR435W	53.811	13.475	17.583
YLR436C	13.147	16.577	12.928
YLR437C	88.038	44.879	29.964
YLR438C-A	128.162	176.178	90.079
YLR438W	96.165	99.057	208.256
YLR439W	45.693	36.768	40.496
YLR440C	22.028	17.78	14.126
YLR441C	1534.635	806.434	889.976
YLR442C	11.345	8.442	9.191
YLR443W	9.118	10.317	10.138
YLR447C	334.163	202.888	197.037
YLR448W	1646.986	576.857	685.919
YLR449W	89.419	44.996	39.816
YLR450W	26.659	17.553	21.059
YLR451W	9.56	12.54	11.254
YLR453C	4.491	7.797	5.529
YLR454W	8.067	8.82	9.181
YLR455W	32.157	20.949	19.222
YLR456W	8.88	17.847	13.148
YLR459W	32.63	19.2	21.739
YLR467W	4.11	3.138	4.714
YML001W	212.716	127.926	106.091
YML004C	210.963	239.268	222.669
YML005W	8.927	11.082	8.995
YML006C	9.672	13.712	21.26
YML007W	37.971	75.596	88.042
YML008C	310.956	108.679	103.309
YML009C	152.925	79.554	75.034
YML010W	99.663	60.912	57.202
YML011C	15.361	17.3	18.249
YML012W	278.887	135.626	130.937
YML013W	27.439	45.86	42.954
YML014W	27.967	13.753	18.221
YML015C	16.582	12.619	17.999
YML016C	26.08	41.086	48.584
YML017W	66.067	50.909	61.821
YML018C	39.519	19.687	21.511
YML019W	34.484	26.102	23.086
YML020W	5.69	6.708	8.739
YML021C	32.072	14.574	16.166
YML022W	325.605	143.838	131.032
YML023C	7.445	6.478	6.455
YML024W	2787.092	1640.516	1695.114
YML025C	39.691	37.674	30.945
YML026C	1651.872	1025.264	1039.969
YML028W	4006.165	2919.644	2767.113
YML029W	19.361	19.928	20.24
YML030W	45.709	54.089	38.835
YML031W	26.182	18.556	18.198
YML032C	16.787	17.538	25.867
YML034W	25.754	29.912	18.955
YML035C	51.419	52.159	59.281
YML036W	34.284	24.921	12.138
YML037C	6.654	7.473	6.192
YML038C	19.384	60.952	70.669
YML041C	18.415	37.175	33.618
YML042W	9.488	141.368	151.33
YML046W	12.407	10.801	7.024
YML048W	155.526	111.032	104.783
YML049C	14.466	6.834	10.099
YML050W	10.577	12.647	13.789
YML052W	142.181	36.891	44.603
YML053C	39.097	29.45	44.985
YML054C	2.903	12.035	10.987
YML055W	62.967	64.643	41.431
YML056C	220.748	55.295	35.699
YML057W	40.549	40.734	53.832
YML058W	1051.149	1748.137	1673.863
YML059C	15.235	5.66	5.174
YML060W	19.915	13.165	16.537
YML061C	9.41	8.873	10.556
YML062C	11.788	12.671	14.677
YML063W	1838.108	890.899	901.318
YML065W	13.694	11.357	12.755
YML067C	54.313	34.1	41.971
YML069W	92.626	50.833	52.979
YML070W	156.79	171.096	183.928
YML071C	15.019	16.709	17.615
YML072C	97.711	56.231	57.445
YML073C	1749.02	1068.567	1341.012
YML074C	220.652	97.594	133.975
YML075C	22.432	17.515	14.509
YML076C	6.533	9.659	14.555
YML077W	35.376	30.161	32.098
YML078W	511.216	340.858	330.191
YML079W	81.569	68.712	63.477
YML080W	19.687	14.682	13.464
YML081C-A	572.501	2967.536	2575.99
YML081W	9.548	9.589	9.487
YML082W	14.306	13.244	13.629
YML085C	233.933	82.148	79.071
YML086C	109.964	81.636	90.941
YML087C	7.0	30.091	33.686
YML088W	14.471	17.932	19.408
YML091C	21.838	102.742	84.679
YML092C	237.526	193.604	175.348
YML093W	32.522	10.055	11.529
YML094W	78.747	38.93	37.833
YML095C	9.029	15.633	18.627
YML096W	12.028	5.403	4.099
YML097C	19.171	12.654	13.761
YML098W	29.2	42.952	37.892
YML099C	7.121	8.879	11.808
YML100W	114.979	185.037	199.352
YML102W	21.698	8.987	10.54
YML103C	32.659	17.164	14.151
YML105C	82.032	45.505	55.872
YML106W	286.694	133.77	118.927
YML107C	13.888	20.454	12.345
YML109W	9.707	14.835	17.932
YML110C	121.202	86.091	65.269
YML111W	14.069	12.634	10.238
YML112W	16.37	21.927	8.428
YML113W	24.455	21.99	21.16
YML114C	15.758	10.519	13.219
YML115C	47.269	28.022	36.493
YML116W	4.775	4.801	5.21
YML117W	26.931	26.312	26.43
YML120C	57.176	411.534	298.449
YML121W	34.424	37.921	40.45
YML123C	798.274	304.653	173.542
YML124C	104.919	36.428	39.306
YML125C	114.319	46.584	48.827
YML126C	407.872	154.51	149.462
YML127W	38.567	19.531	22.793
YML128C	51.952	514.788	524.646
YML129C	154.607	285.717	226.82
YML130C	56.805	37.843	38.361
YML131W	33.397	111.405	110.079
YML132W	34.397	55.954	69.202
YMR001C	29.096	11.926	10.836
YMR002W	681.987	3748.091	3370.321
YMR004W	29.731	27.123	30.467
YMR005W	31.694	35.916	36.744
YMR006C	55.307	13.889	9.042
YMR008C	54.924	89.301	90.18
YMR009W	79.388	97.519	50.696
YMR010W	27.801	18.043	25.852
YMR011W	24.622	15.809	8.205
YMR012W	184.9	56.44	51.253
YMR013C	10.856	7.446	10.409
YMR014W	20.808	22.885	15.486
YMR015C	109.646	236.108	235.701
YMR016C	15.863	16.131	21.097
YMR019W	6.599	5.56	7.048
YMR020W	9.212	22.263	19.498
YMR021C	13.412	24.348	26.763
YMR022W	122.802	140.0	128.352
YMR023C	4.602	4.462	5.385
YMR024W	48.721	31.015	35.401
YMR025W	8.97	12.427	12.168
YMR026C	10.174	15.431	15.85
YMR027W	98.956	182.023	178.675
YMR028W	21.616	33.795	36.471
YMR029C	17.148	20.978	24.972
YMR030W	11.345	24.08	28.479
YMR031C	59.325	62.281	64.237
YMR033W	37.665	16.843	19.838
YMR034C	2.774	24.676	30.781
YMR035W	24.674	24.433	31.648
YMR036C	9.666	12.056	10.904
YMR037C	32.531	44.356	42.179
YMR038C	181.031	87.013	63.557
YMR039C	53.338	54.221	51.627
YMR041C	7.588	26.476	24.97
YMR042W	16.961	31.112	18.059
YMR043W	62.96	117.656	89.136
YMR044W	29.83	19.466	21.396
YMR047C	40.325	33.538	27.955
YMR048W	16.097	11.784	7.368
YMR049C	67.52	24.522	22.651
YMR052W	15.668	26.389	31.877
YMR054W	29.798	26.783	29.331
YMR058W	518.759	775.842	958.142
YMR059W	24.784	26.178	26.262
YMR060C	25.301	12.572	16.357
YMR061W	23.549	24.094	25.259
YMR062C	62.894	83.266	159.31
YMR064W	9.584	10.678	13.679
YMR066W	5.158	7.452	6.014
YMR067C	41.754	47.266	36.478
YMR068W	7.066	12.696	14.8
YMR070W	36.27	38.585	44.505
YMR071C	103.637	105.78	109.157
YMR072W	372.035	290.92	302.626
YMR074C	128.262	87.708	91.949
YMR075W	15.237	22.3	19.52
YMR076C	22.708	12.879	16.158
YMR077C	12.252	24.945	31.126
YMR078C	10.882	8.456	5.971
YMR079W	370.968	140.863	145.908
YMR080C	39.361	15.474	20.523
YMR083W	362.784	365.798	377.523
YMR086W	27.131	27.203	23.744
YMR087W	16.736	20.777	21.09
YMR088C	19.346	27.279	30.153
YMR089C	31.934	28.366	22.001
YMR090W	26.753	175.869	132.138
YMR091C	66.293	35.04	41.032
YMR092C	123.52	86.033	87.159
YMR093W	45.236	12.34	21.114
YMR096W	13.64	253.321	452.551
YMR097C	9.333	19.599	15.065
YMR098C	9.887	10.075	9.501
YMR099C	247.776	171.426	141.79
YMR100W	10.394	28.771	28.227
YMR102C	12.767	18.209	12.428
YMR104C	6.885	98.672	80.644
YMR105C	109.958	771.969	837.385
YMR106C	8.303	10.66	7.801
YMR107W	31.485	1163.155	1618.963
YMR108W	350.824	319.336	1042.235
YMR109W	44.708	23.29	23.888
YMR110C	54.052	236.472	210.219
YMR112C	43.799	20.965	38.966
YMR113W	17.03	12.922	11.688
YMR114C	9.584	26.333	30.287
YMR115W	16.371	23.681	27.05
YMR116C	3151.873	1271.182	1624.995
YMR117C	15.376	5.981	12.917
YMR119W	12.764	17.442	11.653
YMR120C	150.847	103.378	171.459
YMR121C	93.46	94.299	93.307
YMR122W-A	1177.708	1596.297	1568.811
YMR124W	21.25	30.334	29.856
YMR125W	63.164	29.081	29.461
YMR128W	23.18	11.594	9.977
YMR129W	26.395	15.91	14.696
YMR130W	30.781	16.727	11.351
YMR131C	82.047	37.33	25.258
YMR134W	25.69	116.895	86.179
YMR135C	16.698	45.434	57.455
YMR136W	28.894	80.823	76.237
YMR137C	4.656	11.696	8.509
YMR139W	35.81	42.164	47.053
YMR140W	20.882	48.029	47.349
YMR142C	2066.5	1072.543	1105.933
YMR143W	1683.26	958.121	992.797
YMR145C	160.724	2449.517	1807.485
YMR146C	326.762	146.804	131.409
YMR147W	15.999	14.3	16.687
YMR148W	34.836	46.312	43.746
YMR149W	153.715	70.724	65.257
YMR150C	23.721	9.935	22.813
YMR152W	63.395	47.609	61.943
YMR153W	38.894	33.971	34.437
YMR154C	3.6	3.804	4.287
YMR155W	8.947	12.513	17.923
YMR156C	9.616	12.772	11.144
YMR157C	39.333	25.034	13.809
YMR158W	57.001	31.128	28.657
YMR159C	7.016	10.622	9.554
YMR160W	11.055	20.692	17.186
YMR161W	55.812	68.262	69.598
YMR162C	7.686	9.023	8.02
YMR163C	4.826	4.633	4.754
YMR164C	7.853	11.003	9.032
YMR165C	11.371	15.993	16.181
YMR166C	13.376	3.88	5.044
YMR167W	7.303	14.844	19.469
YMR168C	6.235	10.378	11.858
YMR169C	5.154	72.639	68.517
YMR170C	29.261	65.584	48.222
YMR171C	17.699	37.74	33.264
YMR172W	7.406	11.912	9.68
YMR173W	237.978	1765.475	1876.312
YMR174C	32.196	1493.202	1012.897
YMR175W	56.228	3404.783	3376.954
YMR176W	4.897	7.686	5.889
YMR177W	11.889	9.878	6.274
YMR178W	59.754	49.187	49.079
YMR179W	10.577	7.889	6.76
YMR180C	6.457	6.554	5.265
YMR181C	39.473	469.489	334.104
YMR183C	166.213	73.441	83.802
YMR184W	50.493	67.044	69.759
YMR185W	6.563	14.722	12.776
YMR186W	1657.999	1172.26	1354.224
YMR187C	7.019	11.661	16.059
YMR188C	44.047	75.193	57.383
YMR189W	97.097	46.319	56.28
YMR191W	23.47	195.377	196.026
YMR192W	19.232	28.566	23.534
YMR193W	47.914	50.694	52.979
YMR194C-B	34.114	82.226	52.479
YMR194W	1174.954	576.505	500.531
YMR195W	132.014	144.505	150.158
YMR196W	21.422	55.388	44.998
YMR197C	68.436	72.522	88.053
YMR198W	8.454	4.106	4.136
YMR199W	28.962	11.367	15.058
YMR200W	91.322	213.712	204.218
YMR201C	9.696	13.137	16.582
YMR202W	255.966	77.436	99.912
YMR203W	293.817	158.429	174.375
YMR204C	8.734	15.438	13.638
YMR205C	595.942	332.726	328.495
YMR208W	57.901	30.294	45.984
YMR209C	16.146	14.731	10.3
YMR210W	21.266	17.475	19.133
YMR211W	10.083	9.758	8.751
YMR212C	25.129	9.422	10.584
YMR213W	9.691	12.28	12.821
YMR214W	52.9	19.374	23.944
YMR215W	147.128	41.237	47.44
YMR216C	32.706	45.077	51.12
YMR217W	397.671	130.468	98.225
YMR218C	8.529	4.796	5.757
YMR219W	15.254	23.269	23.089
YMR220W	43.868	27.087	36.92
YMR221C	32.577	20.835	18.422
YMR222C	57.507	22.124	30.248
YMR223W	14.798	12.58	7.88
YMR224C	8.377	9.475	9.775
YMR225C	68.783	63.128	66.321
YMR226C	260.761	239.396	214.648
YMR227C	17.553	18.581	19.222
YMR228W	17.688	19.4	19.423
YMR229C	100.187	26.503	24.917
YMR230W	1565.99	933.119	1060.479
YMR231W	16.428	7.663	9.749
YMR235C	127.312	62.02	57.52
YMR236W	91.141	44.64	35.252
YMR237W	69.47	34.719	29.446
YMR238W	54.565	98.888	116.742
YMR239C	11.929	6.845	8.803
YMR240C	13.623	16.876	11.896
YMR241W	206.496	146.267	149.846
YMR242C	2189.959	898.885	912.625
YMR243C	123.808	86.477	80.916
YMR244C-A	61.717	51.936	63.626
YMR246W	168.416	53.229	40.016
YMR247C	23.047	14.86	13.45
YMR250W	61.236	117.23	108.832
YMR251W-A	2427.306	12197.124	8985.826
YMR253C	16.954	44.628	43.509
YMR255W	49.204	91.261	68.429
YMR256C	409.907	3424.418	2772.989
YMR258C	17.776	41.539	29.264
YMR259C	14.868	6.915	8.428
YMR260C	723.469	266.316	222.698
YMR261C	69.985	48.441	50.303
YMR262W	14.532	11.649	8.843
YMR263W	32.559	14.677	22.789
YMR264W	59.919	71.814	57.991
YMR265C	8.121	9.375	9.778
YMR266W	21.206	20.121	23.585
YMR267W	38.704	21.083	19.262
YMR268C	7.04	14.833	15.849
YMR270C	10.641	7.905	5.283
YMR271C	6.002	64.876	25.609
YMR272C	137.519	169.844	155.367
YMR273C	10.446	14.577	10.228
YMR274C	15.467	9.514	9.327
YMR275C	17.147	9.763	11.267
YMR276W	350.523	159.398	182.079
YMR277W	24.103	11.506	10.672
YMR278W	31.057	50.453	40.28
YMR280C	3.892	52.69	35.896
YMR281W	23.038	22.52	22.878
YMR284W	5.626	6.621	7.596
YMR285C	24.15	17.606	19.041
YMR286W	71.053	88.479	103.811
YMR287C	6.354	4.024	4.647
YMR288W	11.64	12.463	12.435
YMR289W	25.813	20.224	14.991
YMR290C	104.388	28.761	22.107
YMR291W	35.496	54.888	54.044
YMR292W	91.822	72.505	68.914
YMR293C	6.367	9.715	10.236
YMR294W	6.808	6.46	5.688
YMR295C	377.533	760.345	827.815
YMR296C	80.717	49.565	73.731
YMR297W	272.507	415.638	375.085
YMR298W	219.567	192.506	180.735
YMR300C	62.434	55.427	60.081
YMR301C	16.525	12.938	18.243
YMR302C	21.575	34.314	41.448
YMR303C	13.405	123.384	172.276
YMR304W	27.658	38.856	43.458
YMR305C	159.624	60.398	69.456
YMR307W	894.536	448.51	437.451
YMR308C	71.338	29.418	32.059
YMR309C	165.474	73.928	83.073
YMR310C	25.117	19.041	10.872
YMR311C	94.781	210.157	217.253
YMR312W	31.261	18.009	16.591
YMR313C	16.15	25.989	38.19
YMR314W	221.25	150.835	154.363
YMR315W	203.032	121.336	111.748
YMR316W	6.826	22.365	26.287
YMR318C	342.218	72.059	62.291
YMR319C	16.758	51.743	25.283
YNL001W	46.227	56.296	52.291
YNL002C	103.349	66.914	57.331
YNL003C	16.426	29.324	35.552
YNL004W	31.635	36.289	25.389
YNL005C	49.26	27.715	27.798
YNL006W	28.777	31.993	49.138
YNL007C	459.528	767.734	873.027
YNL008C	10.688	16.635	11.519
YNL010W	440.744	133.58	113.902
YNL011C	11.429	12.176	10.935
YNL015W	410.777	2558.884	2332.784
YNL016W	498.03	205.307	218.129
YNL020C	11.237	18.415	18.762
YNL021W	19.273	12.608	12.112
YNL022C	24.908	18.815	19.886
YNL023C	10.23	8.72	10.014
YNL024C-A	145.949	179.615	186.165
YNL026W	31.392	21.565	18.696
YNL027W	22.254	42.258	40.379
YNL029C	8.714	5.295	4.208
YNL030W	1806.474	1181.618	1229.598
YNL031C	1922.7	1968.864	2139.828
YNL032W	18.536	12.51	13.066
YNL035C	34.047	19.688	18.345
YNL036W	66.393	722.11	1135.661
YNL037C	206.594	1819.382	1818.515
YNL038W	12.88	8.789	13.466
YNL039W	20.86	36.135	25.671
YNL040W	13.372	11.28	15.259
YNL041C	18.424	17.354	20.398
YNL042W	8.025	18.528	23.601
YNL044W	224.503	93.928	106.177
YNL045W	64.639	47.597	43.718
YNL047C	7.913	10.701	16.926
YNL048W	25.876	20.334	22.937
YNL049C	25.306	13.748	11.112
YNL050C	25.819	39.856	38.004
YNL051W	19.475	17.992	23.142
YNL052W	240.336	1119.632	901.064
YNL053W	11.4	14.313	11.396
YNL054W	9.27	15.371	13.615
YNL055C	1507.681	3269.245	2885.299
YNL056W	27.935	20.676	8.559
YNL058C	37.8	13.044	9.334
YNL059C	24.541	16.44	18.691
YNL061W	55.054	28.929	28.513
YNL062C	49.025	10.405	13.95
YNL063W	4.038	3.979	9.906
YNL064C	607.668	402.277	474.27
YNL065W	12.955	2.288	3.365
YNL066W	202.179	37.636	39.68
YNL067W	950.955	741.493	1072.168
YNL068C	17.955	16.024	17.242
YNL069C	2546.02	1051.441	850.53
YNL070W	528.021	378.491	462.91
YNL071W	466.628	229.286	223.51
YNL073W	11.869	7.778	8.829
YNL074C	59.627	111.243	142.1
YNL075W	54.076	29.939	35.194
YNL076W	12.516	21.51	22.473
YNL077W	11.775	77.506	55.63
YNL078W	14.561	7.874	8.312
YNL079C	420.917	198.932	223.815
YNL080C	16.814	18.329	11.165
YNL081C	72.959	60.902	76.238
YNL082W	11.623	18.029	14.548
YNL083W	8.066	7.768	6.976
YNL084C	79.086	61.528	67.074
YNL085W	100.479	34.402	36.74
YNL086W	11.097	15.438	23.527
YNL087W	29.255	12.286	10.379
YNL088W	33.534	13.928	10.337
YNL091W	21.025	16.093	21.255
YNL094W	9.559	13.659	18.228
YNL095C	7.655	7.433	8.236
YNL096C	1081.511	462.666	587.029
YNL097C	17.681	24.76	21.225
YNL098C	157.82	70.086	66.36
YNL099C	42.226	33.802	38.156
YNL100W	49.338	80.491	70.923
YNL101W	16.216	16.929	13.378
YNL102W	24.735	12.818	8.844
YNL103W	22.271	49.086	53.793
YNL104C	247.11	338.264	1013.033
YNL106C	7.318	5.824	5.791
YNL107W	22.825	28.215	19.803
YNL108C	67.464	26.177	27.092
YNL110C	98.357	55.13	68.266
YNL111C	120.233	40.982	34.306
YNL112W	173.367	49.758	59.613
YNL113W	133.812	74.915	80.804
YNL115C	22.954	86.592	96.809
YNL116W	25.635	34.887	45.602
YNL117W	57.261	1985.787	1947.355
YNL118C	39.373	48.443	46.05
YNL119W	12.555	14.453	8.241
YNL121C	154.396	98.783	90.975
YNL122C	53.845	48.137	62.202
YNL123W	41.345	25.072	22.898
YNL124W	16.724	6.711	11.014
YNL125C	13.054	24.215	20.602
YNL126W	9.041	6.143	4.387
YNL127W	10.998	9.293	7.44
YNL130C	120.422	64.891	55.141
YNL131W	494.843	250.098	217.38
YNL132W	54.895	13.905	12.975
YNL133C	13.557	21.254	33.566
YNL134C	340.856	261.139	199.052
YNL135C	1131.779	1674.031	1828.815
YNL136W	10.021	10.299	10.254
YNL137C	50.822	34.639	31.689
YNL138W	241.085	131.637	124.661
YNL138W-A	48.942	31.047	32.211
YNL139C	20.527	18.124	21.975
YNL141W	53.562	33.405	28.499
YNL142W	6.674	34.146	40.595
YNL143C	51.077	206.26	145.999
YNL144C	3.792	45.104	44.162
YNL146W	17.839	25.755	21.767
YNL147W	167.734	91.344	112.255
YNL149C	143.956	76.9	90.741
YNL151C	40.045	29.037	21.945
YNL152W	13.196	7.713	9.175
YNL153C	94.906	37.766	42.031
YNL154C	77.099	39.526	53.321
YNL155W	56.34	79.61	83.006
YNL156C	40.083	109.895	118.602
YNL157W	59.796	180.203	172.799
YNL158W	36.108	25.897	19.814
YNL159C	20.493	27.085	21.6
YNL160W	216.922	1749.932	1476.674
YNL161W	25.595	39.212	41.18
YNL162W	1896.57	994.159	1104.679
YNL163C	20.574	15.06	16.42
YNL164C	13.826	26.415	24.309
YNL165W	8.145	11.978	13.646
YNL166C	47.067	33.66	36.197
YNL167C	20.854	18.082	23.303
YNL168C	74.38	65.595	69.353
YNL169C	54.916	20.793	18.715
YNL172W	4.768	3.35	3.152
YNL173C	52.13	64.052	60.367
YNL175C	75.942	23.295	25.543
YNL176C	12.492	8.84	11.075
YNL177C	48.044	29.029	39.32
YNL178W	3185.719	1514.375	1661.747
YNL180C	49.902	63.762	69.574
YNL181W	32.244	19.131	15.436
YNL182C	22.761	9.451	5.962
YNL183C	22.892	31.293	39.085
YNL185C	64.329	48.499	50.801
YNL186W	24.38	33.259	33.589
YNL188W	3.338	5.637	3.821
YNL189W	198.051	100.985	103.756
YNL190W	648.76	440.598	400.76
YNL191W	27.625	41.274	31.847
YNL192W	23.301	49.379	62.377
YNL193W	18.141	11.457	14.516
YNL194C	4.886	201.986	163.547
YNL195C	6.742	143.65	111.948
YNL197C	46.186	34.15	44.096
YNL199C	25.351	24.323	31.631
YNL200C	31.997	173.166	107.683
YNL201C	14.93	14.798	13.753
YNL202W	6.724	28.484	31.057
YNL206C	17.985	23.986	16.667
YNL207W	45.819	29.851	30.472
YNL208W	760.844	3190.659	3907.948
YNL209W	1343.757	552.886	512.491
YNL212W	30.282	31.214	22.998
YNL214W	20.219	27.846	30.231
YNL215W	27.66	25.379	20.758
YNL216W	59.912	38.96	35.21
YNL217W	40.672	22.262	31.295
YNL218W	9.519	11.086	10.705
YNL219C	36.084	53.7	50.384
YNL220W	223.951	118.474	143.069
YNL221C	14.645	14.817	13.701
YNL222W	32.727	26.813	23.122
YNL223W	8.635	17.325	20.036
YNL224C	15.803	16.969	16.995
YNL225C	11.28	14.451	14.835
YNL227C	10.349	5.448	6.56
YNL229C	52.108	62.508	53.751
YNL230C	3.591	8.659	7.653
YNL231C	108.208	78.792	80.914
YNL232W	47.333	37.608	24.696
YNL233W	16.38	16.055	19.221
YNL234W	6.27	5.571	3.54
YNL236W	14.428	11.251	10.507
YNL237W	7.797	48.756	50.267
YNL238W	17.777	10.163	9.365
YNL239W	150.28	197.173	134.907
YNL240C	17.748	19.663	30.946
YNL241C	310.011	272.887	424.68
YNL242W	8.235	18.909	16.957
YNL243W	89.832	49.094	64.341
YNL244C	616.016	476.739	415.085
YNL245C	23.507	34.618	46.749
YNL246W	48.265	20.152	18.713
YNL247W	125.231	40.332	37.305
YNL248C	100.047	21.692	18.614
YNL249C	4.75	4.41	4.722
YNL250W	4.328	5.716	7.099
YNL251C	58.545	68.745	89.026
YNL252C	37.747	38.655	33.975
YNL253W	21.46	28.374	25.77
YNL255C	499.016	232.906	294.178
YNL256W	23.814	10.964	13.728
YNL257C	8.451	6.366	6.427
YNL258C	16.01	21.145	16.972
YNL259C	165.893	295.304	202.055
YNL260C	26.785	33.046	27.208
YNL261W	14.693	16.358	14.321
YNL262W	13.434	8.703	7.183
YNL263C	94.704	46.597	52.269
YNL264C	45.194	16.986	21.636
YNL265C	41.349	43.354	33.923
YNL267W	14.542	15.098	19.721
YNL268W	101.131	133.409	119.742
YNL271C	14.521	13.796	15.499
YNL272C	13.67	11.767	16.552
YNL273W	6.561	4.111	4.069
YNL274C	60.695	93.274	88.572
YNL277W	125.514	153.436	127.412
YNL278W	11.373	10.091	10.897
YNL280C	67.337	34.33	40.744
YNL281W	287.545	201.675	223.568
YNL283C	24.102	8.947	7.309
YNL284C	43.844	45.379	33.105
YNL287W	149.409	89.525	86.541
YNL288W	39.785	42.046	36.936
YNL289W	63.087	57.664	65.311
YNL290W	62.314	30.758	31.458
YNL291C	12.97	12.736	11.242
YNL292W	29.506	22.928	24.437
YNL293W	9.055	14.71	15.843
YNL294C	5.768	13.103	9.645
YNL295W	8.177	11.809	14.912
YNL297C	16.87	14.696	11.605
YNL298W	14.059	13.499	11.672
YNL299W	8.228	6.93	9.891
YNL300W	526.452	128.55	65.646
YNL301C	422.716	150.223	98.987
YNL302C	1924.631	875.232	885.187
YNL304W	14.592	9.629	8.217
YNL305C	70.391	287.34	286.986
YNL306W	73.102	66.71	48.136
YNL307C	135.478	91.067	73.099
YNL308C	46.814	24.929	21.618
YNL309W	24.783	16.436	17.876
YNL310C	60.99	44.78	55.585
YNL311C	8.3	12.938	14.506
YNL312W	117.209	74.886	69.474
YNL313C	27.481	18.488	20.842
YNL314W	7.932	16.495	15.287
YNL315C	45.596	27.503	20.266
YNL317W	18.657	31.407	30.393
YNL320W	29.106	20.3	18.372
YNL321W	24.347	21.893	21.715
YNL322C	196.71	218.506	218.842
YNL323W	57.186	54.932	58.173
YNL325C	5.962	7.997	8.458
YNL326C	11.198	11.219	13.644
YNL327W	131.724	27.717	30.994
YNL329C	5.472	6.288	9.717
YNL330C	53.422	37.2	30.561
YNL336W	18.705	65.087	68.033
YNR001C	281.478	4278.235	3385.099
YNR002C	4.941	57.771	40.089
YNR003C	31.293	21.312	17.569
YNR006W	24.283	47.227	53.813
YNR007C	15.53	74.782	90.081
YNR008W	26.605	14.339	9.848
YNR009W	46.645	5.664	13.216
YNR010W	26.957	44.02	37.103
YNR011C	11.927	8.989	13.234
YNR012W	15.563	7.629	7.073
YNR013C	47.401	19.04	23.444
YNR014W	20.967	130.855	46.527
YNR015W	16.575	15.71	10.884
YNR016C	393.452	108.005	81.674
YNR017W	154.896	65.125	51.641
YNR018W	126.869	144.696	106.464
YNR019W	50.041	55.057	53.307
