Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	EMBL	RefSeq
G5ECC7	reviewed	UBP48_CAEEL	Ubiquitin carboxyl-terminal hydrolase usp-48 (EC 3.4.19.12) (Ubiquitin-specific protease 48)	usp-48 F30A10.10	Caenorhabditis elegans	1264	BX284601;BX284601;	NP_492524.2;
G5ECD6	reviewed	CHS1_CAEEL	Chitin synthase chs-1 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-1)	chs-1 T25G3.2	Caenorhabditis elegans	1322	AY874871;BX284601;	NP_492113.2;
G5ECD9	reviewed	AEX2_CAEEL	G-protein coupled receptor aex-2 (Aboc, expulsion defective protein 2)	aex-2 T14B1.2	Caenorhabditis elegans	321	FJ165553;BX284606;	NP_509626.2;
G5ECE3	reviewed	LAM3_CAEEL	Laminin subunit alpha lam-3 (Laminin alphaA)	lam-3 lama1/2 T22A3.8	Caenorhabditis elegans	3102	AF074902;BX284601;	NP_492775.2;
G5ECG0	reviewed	TACC1_CAEEL	Transforming acid coiled-coil-containing protein 1	tac-1 2P40 Y54E2A.3	Caenorhabditis elegans	260	BX284602;AF326937;	NP_497059.1;
G5ECG2	reviewed	FOS1_CAEEL	Transcription factor fos-1	fos-1 evl-5 F29G9.4	Caenorhabditis elegans	467	AY835432;AY835433;FO080494;FO080494;	NP_001033480.1;NP_001033481.1 [G5ECG2-1];
G5ECG7	reviewed	MTP_CAEEL	Microsomal triglyceride transfer protein homolog (Defecation suppressor of clk-1)	dsc-4 K02D7.4	Caenorhabditis elegans	892	AY428645;BX284604;	NP_499903.3;
G5ECH5	reviewed	PP4R1_CAEEL	Serine/threonine-protein phosphatase 4 regulatory subunit 1	ppfr-1 F16A11.3	Caenorhabditis elegans	1562	BX284601;BX284601;BX284601;	NP_001021388.1 [G5ECH5-2];NP_001021389.1 [G5ECH5-3];NP_001122456.2 [G5ECH5-1];
G5ECH7	reviewed	CDK5_CAEEL	Cyclin-dependent-like kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5)	cdk-5 T27E9.3	Caenorhabditis elegans	292	AF129111;Z82059;	NP_499783.1;
G5ECJ0	reviewed	GBR1_CAEEL	Gamma-aminobutyric acid receptor exp-1 (Expulsion defective protein 3) (GABA(A) receptor)	exp-1 H35N03.1	Caenorhabditis elegans	539	AY383563;AY383563;FO081349;	NP_495229.3 [G5ECJ0-1];
G5ECJ6	reviewed	CSK1_CAEEL	Tyrosine-protein kinase csk-1 (EC 2.7.10.2) (C-terminal src kinase)	csk-1 Y48G1C.2	Caenorhabditis elegans	539	AB096875;BX284601;BX284601;	NP_001021778.1;NP_001293162.1 [G5ECJ6-2];
G5ECK3	reviewed	MAB23_CAEEL	DM domain-containing protein mab-23	mab-23 C32C4.5	Caenorhabditis elegans	175	AF535153;BX284605;BX284605;	NP_001041089.1 [G5ECK3-1];NP_001041090.1 [G5ECK3-2];
G5ECL2	reviewed	SYNJ_CAEEL	Synaptojanin (EC 3.1.3.36) (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase) (Uncoordinated protein 26)	unc-26 JC8.10	Caenorhabditis elegans	1119	AF283322;AF283323;AF283324;BX284604;BX284604;BX284604;BX284604;	NP_001023265.1 [G5ECL2-2];NP_001023266.1 [G5ECL2-1];NP_001122785.1 [G5ECL2-3];NP_001129862.1 [G5ECL2-4];
G5ECL4	reviewed	BRAM2_CAEEL	Neurexin-related protein bam-2 (Branching abnormal protein 2)	bam-2 Y71F9AR.1	Caenorhabditis elegans	1007	AY373340;BX284601;	NP_001021809.1;
G5ECM9	reviewed	CPI2_CAEEL	Cystatin cpi-2 (Ce-cpi-2a) (Cysele2)	cpi-2 R01B10.1	Caenorhabditis elegans	143	AJ310670;BX284605;	NP_504565.1;
G5ECN5	reviewed	STRD1_CAEEL	STE20-related kinase adapter protein strd-1 (STRAD STE20-related adapter homolog)	strd-1 Y52D3.1	Caenorhabditis elegans	388	BX284603;	NP_001022902.1;
G5ECN9	reviewed	NEC2_CAEEL	Neuroendocrine convertase 2 (NEC 2) (EC 3.4.21.94) (Egg-laying defective protein 3) (Kex2-like prohormone convertase 2) (CELPC2) (Prohormone convertase 2) (PC2) (Proprotein convertase 2)	egl-3 kpc-2 C51E3.7	Caenorhabditis elegans	652	U04995;BX284605;BX284605;BX284605;	NP_001023732.1 [G5ECN9-1];NP_001256192.1 [G5ECN9-3];NP_505614.3;
G5ECP4	reviewed	PIK1_CAEEL	Pelle-like serine/threonine-protein kinase pik-1 (EC 2.7.11.1)	pik-1 K09B11.1	Caenorhabditis elegans	485	AF348167;BX284604;BX284604;	NP_001255742.1 [G5ECP4-1];NP_001255743.1 [G5ECP4-2];
G5ECQ2	reviewed	FRIZ2_CAEEL	Frizzled-2	cfz-2 F27E11.3	Caenorhabditis elegans	578	DQ178242;BX284605;AB026113;	NP_503965.2;
G5ECQ3	reviewed	SEL5_CAEEL	Serine/threonine-protein kinase sel-5 (EC 2.7.11.1) (Suppressor/enhancer of lin-12 protein 5)	sel-5 F35G12.3	Caenorhabditis elegans	1077	AF256466;AF256467;BX284603;BX284603;	NP_001022562.1 [G5ECQ3-1];NP_001022563.1 [G5ECQ3-2];
G5ECR9	reviewed	UNC55_CAEEL	Nuclear hormone receptor unc-55 (Uncoordinated protein 55)	unc-55 F55D12.4	Caenorhabditis elegans	370	EF601082;EF601077;BX284601;BX284601;	NP_001122482.2 [G5ECR9-1];NP_001122483.2 [G5ECR9-2];
G5ECT0	reviewed	PBO5_CAEEL	Proton-gated ion channel subunit pbo-5 (PBoc defective protein pbo-5)	pbo-5 lgc-2 Y44A6E.1	Caenorhabditis elegans	509	AL033511;AL033515;Z81512;AL033511;AL033515;Z81512;	NP_001024239.1 [G5ECT0-2];NP_001024240.1 [G5ECT0-1];
G5ECU1	reviewed	SKR1_CAEEL	Skp1-related protein	skr-1 F46A9.5	Caenorhabditis elegans	176	BX284601;AF440505;	NP_492513.1;
G5ECU7	reviewed	JUN_CAEEL	Transcription factor jun-1 (Transcription factor AP-1 subunit jun-1)	jun-1 T24H10.7	Caenorhabditis elegans	319	EU553920;EU553921;EU553922;EU553923;EU553924;EU553925;Z54216;Z54216;Z54216;Z54216;Z54216;	NP_001022366.1 [G5ECU7-1];NP_001022367.1;NP_001022368.1 [G5ECU7-6];NP_001122643.1;NP_001129827.1 [G5ECU7-5];
G5ECW5	reviewed	CSP3_CAEEL	Non-catalytic caspase homolog csp-3	csp-3 Y47H9C.6	Caenorhabditis elegans	139	AF088290;BX284601;	NP_493011.2;
G5ECX0	reviewed	LPLT2_CAEEL	Latrophilin-like protein LAT-2	lat-2 B0286.2	Caenorhabditis elegans	1338	AY314772;FO080154;FO080154;	NP_001040724.1 [G5ECX0-1];NP_001040725.1 [G5ECX0-2];
G5ECY0	reviewed	DLG1_CAEEL	Disks large homolog 1 (MAGUK protein DLG-1) (SAP97-like protein DLG-1)	dlg-1 C25F6.2 CELE_C25F6.2	Caenorhabditis elegans	967	AJ295228;AF406786;BX284606;BX284606;	NP_001024431.1 [G5ECY0-1];NP_001024432.1;
G5ECY6	unreviewed	G5ECY6_CAEEL	E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (RING-type E3 ubiquitin transferase CHIP)	chn-1 1G758 CELE_T09B4.10 T09B4.10	Caenorhabditis elegans	266	AF303269;BX284601;	NP_491781.2;
G5ECZ4	reviewed	DYF2_CAEEL	WD repeat-containing protein dyf-2 (Abnormal dye filling protein 2)	dyf-2 ZK520.3	Caenorhabditis elegans	1383	DQ314286;BX284603;BX284603;	NP_001076655.1;NP_001076656.1;
G5ED07	unreviewed	G5ED07_CAEEL	Protein disulfide-isomerase (EC 5.3.4.1)	pdi-3 CELE_H06O01.1 H06O01.1	Caenorhabditis elegans	488	AB072567;BX284601;	NP_491995.1;
G5ED14	reviewed	PAX5H_CAEEL	Paired box protein 5 homolog (Egg laying defective egl-38)	egl-38 C04G2.7	Caenorhabditis elegans	289	AF002702;BX284604;	NP_501836.1;
G5ED29	reviewed	ATX2_CAEEL	Ataxin-2 homolog	atx-2 D2045.1	Caenorhabditis elegans	959	AY571963;BX284603;BX284603;BX284603;	NP_001021230.1;NP_001021231.1;NP_001122690.1;
G5ED33	unreviewed	G5ED33_CAEEL	Epidermal growth factor receptor pathway substrate 8 splice variant A (SH3 domain-containing protein)	eps-8 CELE_Y57G11C.24 Y57G11C.24	Caenorhabditis elegans	917	AY611484;BX284604;	NP_001041047.1;
G5ED35	reviewed	TTR52_CAEEL	Transthyretin-like protein 52	ttr-52 F11F1.7	Caenorhabditis elegans	135	HM130527;HM130528;Z81059;	NP_001263732.1;
G5ED36	unreviewed	G5ED36_CAEEL	Endocytosis protein RME-8 (J domain-containing protein)	rme-8 CELE_F18C12.2 F18C12.2	Caenorhabditis elegans	2279	AF372457;BX284601;	NP_492222.2;
G5ED39	reviewed	SEP1_CAEEL	Separin homolog sep-1 (EC 3.4.22.49) (Separase)	sep-1 Y47G6A.12	Caenorhabditis elegans	1262	AF399825;BX284601;	NP_491160.1;
G5ED46	reviewed	CASY1_CAEEL	Calsyntenin-1 [Cleaved into: Secreted calsyntenin-1]	casy-1 B0034.3	Caenorhabditis elegans	984	AY091591;BX284602;BX284602;BX284602;	NP_001021110.1 [G5ED46-1];NP_001040722.1 [G5ED46-2];NP_495189.2 [G5ED46-3];
G5ED47	reviewed	HIZR1_CAEEL	High zinc activated nuclear receptor protein (Nuclear hormone receptor family member nhr-33)	hizr-1 nhr-33 ZK455.6	Caenorhabditis elegans	413	BX284606;	NP_509893.3;
G5ED68	reviewed	MTMR6_CAEEL	Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR6 (EC 3.1.3.95) (Myotubularin-related protein 6) (Phosphatidylinositol-3-phosphate phosphatase)	mtm-6 cup-6 F53A2.8	Caenorhabditis elegans	676	AY313177;BX284603;BX284603;	NP_001022602.1 [G5ED68-2];NP_499753.1 [G5ED68-1];
G5EDA3	unreviewed	G5EDA3_CAEEL	CENP-C-like protein HCP-4 (HoloCentric chromosome binding Protein)	hcp-4 CELE_T03F1.9 T03F1.9	Caenorhabditis elegans	866	AF321299;BX284601;	NP_491244.1;
G5EDA5	reviewed	KSRB_CAEEL	Kinase suppressor of Ras B	ksr-2 F58D5.4	Caenorhabditis elegans	550	AY077614;AY077615;BX284601;BX284601;BX284601;	NP_001021518.1 [G5EDA5-1];NP_001021519.1 [G5EDA5-2];NP_001129779.1 [G5EDA5-3];
G5EDB2	reviewed	MADD3_CAEEL	Probable dual specificity protein kinase madd-3 (EC 2.7.11.-) (Muscle arm development defective protein 3)	madd-3 tag-172 E02H4.3	Caenorhabditis elegans	887	BX284606;BX284606;	NP_741927.1;NP_741928.1 [G5EDB2-1];
G5EDB9	reviewed	RPGF_CAEEL	Rap guanine nucleotide exchange factor (RA-GEF) (PDZ-domain-containing exchange factor)	pxf-1 ra-gef T14G10.2	Caenorhabditis elegans	1470	AF170796;AF308447;AF308448;AF308449;Z68880;Z69664;Z68880;Z68880;	NP_001023389.1 [G5EDB9-1];NP_001023390.1 [G5EDB9-2];NP_001255465.1 [G5EDB9-3];
G5EDD8	unreviewed	G5EDD8_CAEEL	Skp1-related protein	skr-2 CELE_F46A9.4 F46A9.4	Caenorhabditis elegans	174	AF440506;BX284601;	NP_492512.1;
G5EDE1	reviewed	GFI1H_CAEEL	Zinc finger protein GFI1 homolog pag-3 (Pattern of reporter gene expression abnormal protein 3) (Transcription factor pag-3)	pag-3 F45B8.4	Caenorhabditis elegans	336	U63996;BX284606;	NP_510480.1;
G5EDE2	reviewed	CBXH2_CAEEL	Chromobox protein homolog hpl-2 (HP1-like heterochromatin protein 2)	hpl-2 K01G5.2a K01G5.2	Caenorhabditis elegans	175	AF123573;AF123574;BX284603;BX284603;BX284603;	NP_001022652.1 [G5EDE2-1];NP_001022653.1 [G5EDE2-2];NP_001022654.1 [G5EDE2-3];
G5EDE5	reviewed	RGMB_CAEEL	Repulsive guidance molecule B homolog drag-1 (DRAGON homolog)	drag-1 Y71G12B.16	Caenorhabditis elegans	408	HM154523;HM154524;BX284601;	NP_490881.4;
G5EDF0	reviewed	GRH1_CAEEL	Grainyhead-like protein 1 homolog	grh-1 Y48G8AR.1	Caenorhabditis elegans	563	AY323527;BX284601;	NP_490837.2;
G5EDF7	reviewed	SEK1_CAEEL	Dual specificity mitogen-activated protein kinase kinase sek-1 (MAP kinase kinase sek-1) (EC 2.7.12.2)	sek-1 R03G5.2	Caenorhabditis elegans	336	AB060731;AB024087;BX284606;	NP_509322.2;
G5EDJ0	reviewed	FAX1_CAEEL	Nuclear hormone receptor family member fax-1	fax-1 F56E3.4	Caenorhabditis elegans	419	AF176087;BX284606;BX284606;	NP_001263953.1 [G5EDJ0-2];NP_508547.1 [G5EDJ0-1];
G5EDJ4	reviewed	SOC1_CAEEL	Multisubstrate adapter protein soc-1 (Suppressor Of Clr protein 1)	soc-1 F41F3.2	Caenorhabditis elegans	430	AF419335;BX284605;	NP_504250.2;
G5EDK5	reviewed	CELR_CAEEL	Cadherin EGF LAG seven-pass G-type receptor fmi-1 (Protein flamingo homolog)	fmi-1 F15B9.7	Caenorhabditis elegans	2596	AY314773;BX284605;BX284605;BX284605;	NP_001300071.1 [G5EDK5-2];NP_001300072.1 [G5EDK5-3];NP_506256.3 [G5EDK5-1];
G5EDL3	unreviewed	G5EDL3_CAEEL	Aurora kinase (EC 2.7.11.1)	air-1 AIR-1 CELE_K07C11.2 K07C11.2	Caenorhabditis elegans	326	AF071206;BX284605;	NP_505119.1;
G5EDM4	reviewed	NHRF1_CAEEL	Na(+)/H(+) exchange regulatory cofactor-like protein nrfl-1 (NHERF-1) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1)	nrfl-1 mpz-2 tag-60 C01F6.6	Caenorhabditis elegans	467	BX284604;BX284604;BX284604;BX284604;BX284604;BX284604;BX284604;BX284604;BX284604;BX284604;	NP_001040908.1 [G5EDM4-3];NP_001040909.1 [G5EDM4-4];NP_001040910.1 [G5EDM4-5];NP_001263761.1 [G5EDM4-6];NP_001263762.1 [G5EDM4-7];NP_001294067.1;NP_001294068.1 [G5EDM4-9];NP_001294128.1;NP_741478.1 [G5EDM4-1];NP_741479.1 [G5EDM4-2];
G5EDM7	reviewed	DAF5_CAEEL	Ski protein homolog (Abnormal dauer formation protein 5)	daf-5 W01G7.1	Caenorhabditis elegans	627	AY438643;BX284602;	NP_496941.1;
G5EDN0	reviewed	ACC3_CAEEL	Acetylcholine-gated chloride channel subunit acc-3	acc-3 F55D10.5	Caenorhabditis elegans	517	AY849796;BX284606;	NP_508810.2;
G5EDN3	reviewed	TIM_CAEEL	Protein timeless homolog	tim-1 csg-5 Y75B8A.22	Caenorhabditis elegans	1353	AF183401;BX284603;	NP_499594.2;
G5EDN6	reviewed	CANB_CAEEL	Protein phosphatase 2B regulatory subunit cnb-1 (Calcineurin subunit B)	cnb-1 F55C10.1	Caenorhabditis elegans	171	AY190131;BX284605;	NP_001256318.1;
G5EDP2	reviewed	NLTP2_CAEEL	Non-specific lipid-transfer protein-like 2 (NSL-TP2) (EC 2.3.1.176) (3-keto-acyl-CoA thiolase) (Abnormal dauer formation protein 22) (Propanoyl-CoA C-acyltransferase) (Protein P-44)	daf-22 Y57A10C.6	Caenorhabditis elegans	412	D86473;AL023847;	NP_496639.1;
G5EDR3	reviewed	2AB1_CAEEL	Serine/threonine-protein phosphatase 2A regulatory subunit sur-6 (Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit sur-6) (Serine/threonine-protein phosphatase 2A regulatory subunit B sur-6) (SUR-6/B55) (SUR-6/PR55)	sur-6 F26E4.1	Caenorhabditis elegans	495	AF174643;BX284601;	NP_492591.1;
G5EDR5	reviewed	FUTA_CAEEL	Alpha-(1,3)-fucosyltransferase fut-1 (EC 2.4.1.214) (Fucosyltransferase fut-1)	fut-1 CEFT-1 K08F8.3	Caenorhabditis elegans	433	AJ745071;BX284602;	NP_495862.2;
G5EDS1	reviewed	VAB3_CAEEL	Paired box protein 6 homolog (Homeobox and paired domain-containing protein vab-3) (Protein male abnormal 18) (Variable abnormal morphology protein 3)	vab-3 mab-18 pax-6 F14F3.1	Caenorhabditis elegans	455	U31537;U29145;U29184;BX284606;BX284606;BX284606;	NP_001024570.1 [G5EDS1-1];NP_001024571.1 [G5EDS1-2];NP_001024572.1 [G5EDS1-3];
G5EDT1	reviewed	LIN35_CAEEL	Retinoblastoma-like protein homolog lin-35 (Abnormal cell lineage protein 35) (Synthetic multivulva protein lin-35)	lin-35 C32F10.2	Caenorhabditis elegans	961	AF116529;BX284601;	NP_491686.1;
G5EDT6	reviewed	JKK1_CAEEL	Dual specificity mitogen-activated protein kinase kinase jkk-1 (MAP kinase kinase jkk-1) (EC 2.7.12.2) (JNK-1 activator kinase) (JNK kinase)	jkk-1 F35C8.3	Caenorhabditis elegans	435	AB024086;BX284606;	NP_508913.1;
G5EDU1	unreviewed	G5EDU1_CAEEL	Calcium-transporting ATPase (EC 7.2.2.10)	pmr-1 CELE_ZK256.1 ZK256.1	Caenorhabditis elegans	978	BX284601;	NP_001021862.1;
G5EDU4	unreviewed	G5EDU4_CAEEL	EOR-1 (Zinc finger protein)	eor-1 CELE_R11E3.6 R11E3.6	Caenorhabditis elegans	909	AF502568;AF519108;BX284604;	NP_500645.1;
G5EDU6	reviewed	OVOLH_CAEEL	Transcription factor ovo-like homolog lin-48 (Abnormal cell lineage protein 48)	lin-48 F34D10.5	Caenorhabditis elegans	280	AF134806;BX284603;	NP_497759.1;
G5EDV1	unreviewed	G5EDV1_CAEEL	Frizzled-4 (Transmembrane receptor LIN-17)	lin-17 CELE_Y71F9B.5 Y71F9B.5	Caenorhabditis elegans	558	U63557;BX284601;	NP_001021813.1;
G5EDW2	reviewed	LPLT1_CAEEL	Latrophilin-like protein 1	lat-1 B0457.1	Caenorhabditis elegans	1014	AY314770;AY314771;Z54306;Z54306;Z54306;	NP_001021897.1;NP_495894.1;NP_871949.1;
G5EDW5	reviewed	ADM2_CAEEL	Disintegrin and metalloproteinase domain-containing protein adm-2 (EC 3.4.24.-)	adm-2 C04A11.4	Caenorhabditis elegans	952	BX284606;BX284606;	NP_510291.1 [G5EDW5-1];
G5EDW7	reviewed	LIN8_CAEEL	Protein lin-8 (Abnormal cell lineage protein 8)	lin-8 B0454.1	Caenorhabditis elegans	386	DQ150101;BX284602;	NP_494436.1;
G5EDY0	reviewed	PIKI1_CAEEL	Phosphatidylinositol 3-kinase piki-1 (EC 2.7.1.137) (Phosphoinositide-3-kinase class 2) (PI3-kinase class 2) (PI3K class 2)	piki-1 F39B1.1	Caenorhabditis elegans	1607	BX284606;	NP_510529.1;
G5EDZ2	reviewed	UMPS_CAEEL	Uridine 5'-monophosphate synthase (UMP synthase) [Includes: Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10); Orotidine 5'-phosphate decarboxylase (ODC) (ODCase) (EC 4.1.1.23)]	umps-1 rad-6 T07C4.1	Caenorhabditis elegans	497	BX284603;	NP_499291.1;
G5EE01	reviewed	PTEN_CAEEL	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase daf-18 (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Abnormal dauer formation protein 18)	daf-18 T07A9.6	Caenorhabditis elegans	962	AJ131181;AF098286;AF126286;BX284604;	NP_499926.1;
G5EE06	reviewed	FUTD_CAEEL	Alpha-(1,3)-fucosyltransferase fut-5 (EC 2.4.1.65) (Fucosyltransferase fut-5)	fut-5 CEFT-2 T05A7.10	Caenorhabditis elegans	378	AJ745073;BX284602;	NP_001022310.1;
G5EE07	reviewed	XBP1_CAEEL	X-box-binding protein 1	xbp-1 R74.3	Caenorhabditis elegans	287	AF443190;AF443191;BX284603;	NP_001076646.1 [G5EE07-1];
G5EE18	reviewed	CEH28_CAEEL	Homeobox protein ceh-28 (NK-2 homeodomain factor CEH-28)	ceh-28 K03A11.3	Caenorhabditis elegans	201	AY205144;BX284606;	NP_510169.4;
G5EE37	unreviewed	G5EE37_CAEEL	Incenp-like protein ICP-1 (Inner centromere protein ARK-binding domain-containing protein)	icp-1 CELE_Y39G10AR.13 Y39G10AR.13	Caenorhabditis elegans	622	AF300704;BX284601;	NP_490956.1;
G5EE56	reviewed	SRC1_CAEEL	Tyrosine protein-kinase src-1 (EC 2.7.10.2) (SRC oncogene related protein 1)	src-1 Y92H12A.1	Caenorhabditis elegans	533	AF475094;AF419171;BX284601;BX284601;BX284601;BX284601;	NP_001293420.1;NP_001293421.1 [G5EE56-3];NP_001293422.1 [G5EE56-4];NP_490866.4;
G5EE72	reviewed	MRP5_CAEEL	Multidrug resistance-associated protein 5 (ATP-binding cassette sub-family C member mrp-5)	mrp-5 F14F4.3	Caenorhabditis elegans	1427	BX284606;	NP_510479.1;
G5EE86	reviewed	TTX3_CAEEL	LIM/homeobox protein ttx-3 (Abnormal thermotaxis protein 3)	ttx-3 C40H5.5	Caenorhabditis elegans	409	U72211;Z81482;Z81482;	NP_001257168.1 [G5EE86-1];NP_001257169.1 [G5EE86-2];
G5EE96	reviewed	DIC_CAEEL	Mitochondrial dicarboxylate carrier (DIC) (Solute carrier family 25 member 10 homolog)	slc-25a10 K11G12.5	Caenorhabditis elegans	290	X76114;BX284606;	NP_509133.1;
G5EEA1	reviewed	LIM4_CAEEL	LIM/homeobox protein lim-4	lim-4 ZC64.4	Caenorhabditis elegans	355	U72348;BX284606;BX284606;BX284606;	NP_508669.1 [G5EEA1-1];
G5EEB1	reviewed	FPR18_CAEEL	FMRFamide peptide receptor frpr-18 (FLP2 receptor)	frpr-18 T19F4.1	Caenorhabditis elegans	432	AY919614;AY919615;BX284605;BX284605;BX284605;	NP_504746.1 [G5EEB1-1];NP_504747.1;
G5EEC2	reviewed	FLP7_CAEEL	FMRFamide-like neuropeptides 7 [Cleaved into: TPMQRSSMVRF-amide 1; SPMQRSSMVRF-amide 1; SPMQRSSMVRF-amide 2; SPMQRSSMVRF-amide 3; SPMERSAMVRF-amide; SPMDRSKMVRF-amide; SSIDRASMVRL-amide; TPMQRSSMVRF-amide 2]	flp-7 F49E10.3	Caenorhabditis elegans	177	AF042393;BX284606;	NP_508985.1;
G5EEC5	reviewed	HAM1_CAEEL	Stork-head box protein ham-1 (HSN abnormal migration 1)	ham-1 F53B2.6	Caenorhabditis elegans	414	BX284604;	NP_502401.1;
G5EED4	reviewed	NIPI3_CAEEL	Protein nipi-3 (No induction of peptide after drechmeria infection protein 3) (Tribbles homolog nipi-3)	nipi-3 K09A9.1	Caenorhabditis elegans	655	EU043523;BX284606;	NP_510573.3;
G5EEE1	reviewed	FUTE_CAEEL	Alpha-(1,3)-fucosyltransferase fut-6 (EC 2.4.1.-)	fut-6 CEFT-3 T05A7.5	Caenorhabditis elegans	392	AJ745074;BX284602;	NP_494823.2;
G5EEE2	unreviewed	G5EEE2_CAEEL	Cyclic nucleotide-binding domain-containing protein (TAX2)	tax-2 CELE_F36F2.5 F36F2.5	Caenorhabditis elegans	800	FJ455695;FJ455696;FJ455697;FJ455698;FJ455699;FJ455700;FJ455701;FJ455702;FJ455703;FJ455704;FJ455705;FJ455706;BX284601;	NP_492427.3;
G5EEE9	reviewed	GCY23_CAEEL	Receptor-type guanylate cyclase gcy-23 (EC 4.6.1.2)	gcy-23 T26C12.4	Caenorhabditis elegans	1073	AB201390;FO081749;	NP_500309.3;
G5EEG1	reviewed	NFYA1_CAEEL	Nuclear transcription factor Y subunit nfya-1 (CAAT box DNA-binding protein subunit nfya-1)	nfya-1 T08D10.1	Caenorhabditis elegans	482	BX284606;	NP_509999.1;
G5EEG7	reviewed	SMU1_CAEEL	Smu-1 suppressor of mec-8 and unc-52 protein (Smu1) (Suppressor of Mec and Unc defects 1)	smu-1 CC4.3	Caenorhabditis elegans	510	AF330595;BX284601;	NP_493279.1;
G5EEG9	reviewed	HLH2_CAEEL	Helix-loop-helix protein hlh-2	hlh-2 M05B5.5	Caenorhabditis elegans	399	U13614;U30248;BX284601;	NP_001021581.1;
G5EEH5	reviewed	MXL1_CAEEL	Max-like protein 1	mxl-1 T19B10.11	Caenorhabditis elegans	124	U82967;BX284605;	NP_505856.1;
G5EEH9	reviewed	NUP98_CAEEL	Nuclear pore complex protein Nup98-Nup96 (EC 3.4.21.-) [Cleaved into: Nuclear pore complex protein Nup98 (98 kDa nucleoporin) (Nucleoporin Nup98) (CeNup98); Nuclear pore complex protein Nup96 (96 kDa nucleoporin) (Nucleoporin Nup96) (CeNup96)]	npp-10 ZK328.5	Caenorhabditis elegans	1678	GU174496;FO081350;FO081350;FO081350;	NP_001254934.1 [G5EEH9-3];NP_498309.3;NP_498310.3 [G5EEH9-2];
G5EEI4	reviewed	ASP1_CAEEL	Aspartic protease 1 (EC 3.4.23.-)	asp-1 Y39B6A.20	Caenorhabditis elegans	396	AF208526;AJ009861;AF210248;BX284605;	NP_741677.1;
G5EEK3	reviewed	NOCA1_CAEEL	Non-centrosomal microtubule array protein 1	noca-1 T09E8.1	Caenorhabditis elegans	922	KT722731;BX284605;BX284605;BX284605;BX284605;BX284605;BX284605;BX284605;BX284605;BX284605;	NP_001041165.1 [G5EEK3-6];NP_001294691.1;NP_001303706.1 [G5EEK3-8];NP_506274.1 [G5EEK3-9];NP_506275.2 [G5EEK3-3];NP_506276.2 [G5EEK3-2];NP_872199.2 [G5EEK3-1];NP_872200.1 [G5EEK3-4];NP_872201.2 [G5EEK3-5];
G5EEK8	unreviewed	G5EEK8_CAEEL	Calcium-transporting ATPase (EC 7.2.2.10)	sca-1 mca-4 CELE_K11D9.2 K11D9.2	Caenorhabditis elegans	1059	AJ012296;BX284603;	NP_499386.1;
G5EEK9	reviewed	VPP2_CAEEL	V-type proton ATPase 116 kDa subunit a 2 (V-ATPase 116 kDa isoform a 2) (Rod-like larval lethality and dye-filling defective protein 1)	vha-5 rdy-1 F35H10.4	Caenorhabditis elegans	873	AB055110;BX284604;	NP_501399.1;
G5EEL0	reviewed	LIDB1_CAEEL	LIM domain-binding protein 1	ldb-1 F58A3.1	Caenorhabditis elegans	592	U80220;U80221;BX284606;BX284606;	NP_509845.1 [G5EEL0-2];NP_509846.1;
G5EEL5	reviewed	DBL1_CAEEL	Protein dbl-1 (Dpp and BMP-like protein 1)	dbl-1 cet-1 T25F10.2	Caenorhabditis elegans	365	AF074395;AF004395;BX284605;	NP_504709.1;
G5EEM0	reviewed	NH114_CAEEL	Nuclear hormone receptor 114	nhr-114 Y45G5AM.1	Caenorhabditis elegans	418	AF408754;AY204201;BX284605;BX284605;	NP_001024242.1 [G5EEM0-1];NP_001317845.1 [G5EEM0-2];
G5EEM5	reviewed	ZYG9_CAEEL	Zygote defective protein 9	zyg-9 F22B5.7	Caenorhabditis elegans	1415	AF035197;Z50044;	NP_495784.1;
G5EEM6	reviewed	TAB1_CAEEL	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 (TAB1-like protein 1) (TAK1 kinase/MOM-4 binding Protein)	tap-1 C44H4.5	Caenorhabditis elegans	386	AF145375;BX284606;	NP_510428.1;
G5EEM9	reviewed	PLA1_CAEEL	Intracellular phospholipase A1 (IPLA-1) (PLA(1)) (EC 3.1.1.111) (EC 3.1.1.4)	ipla-1 M03A1.6	Caenorhabditis elegans	840	EU180219;BX284602;BX284602;BX284602;BX284602;BX284602;BX284602;	NP_001040793.1 [G5EEM9-2];NP_001040794.1 [G5EEM9-3];NP_001122623.1;NP_001300574.1 [G5EEM9-6];NP_740975.1;NP_740976.1 [G5EEM9-5];
